month,day,weekday,hr,min,lat,lng,act,tot,title
10,21,6,0,0,25.02605,121.5436,1,28,20231021_500101001_00:00
10,21,6,0,20,25.02605,121.5436,1,28,20231021_500101001_00:20
10,21,6,0,40,25.02605,121.5436,1,28,20231021_500101001_00:40
10,21,6,1,0,25.02605,121.5436,1,28,20231021_500101001_01:00
10,21,6,1,20,25.02605,121.5436,1,28,20231021_500101001_01:20
10,21,6,1,40,25.02605,121.5436,1,28,20231021_500101001_01:40
10,21,6,2,0,25.02605,121.5436,1,28,20231021_500101001_02:00
10,21,6,2,20,25.02605,121.5436,1,28,20231021_500101001_02:20
10,21,6,2,40,25.02605,121.5436,1,28,20231021_500101001_02:40
10,21,6,3,0,25.02605,121.5436,1,28,20231021_500101001_03:00
10,21,6,3,20,25.02605,121.5436,1,28,20231021_500101001_03:20
10,21,6,3,40,25.02605,121.5436,1,28,20231021_500101001_03:40
10,21,6,4,0,25.02605,121.5436,1,28,20231021_500101001_04:00
10,21,6,4,20,25.02605,121.5436,1,28,20231021_500101001_04:20
10,21,6,4,40,25.02605,121.5436,1,28,20231021_500101001_04:40
10,21,6,5,0,25.02605,121.5436,1,28,20231021_500101001_05:00
10,21,6,5,20,25.02605,121.5436,1,28,20231021_500101001_05:20
10,21,6,5,40,25.02605,121.5436,1,28,20231021_500101001_05:40
10,21,6,6,0,25.02605,121.5436,1,28,20231021_500101001_06:00
10,21,6,6,20,25.02605,121.5436,1,28,20231021_500101001_06:20
10,21,6,6,40,25.02605,121.5436,1,28,20231021_500101001_06:40
10,21,6,7,0,25.02605,121.5436,1,28,20231021_500101001_07:00
10,21,6,7,20,25.02605,121.5436,1,28,20231021_500101001_07:20
10,21,6,7,40,25.02605,121.5436,1,28,20231021_500101001_07:40
10,21,6,8,0,25.02605,121.5436,1,28,20231021_500101001_08:00
10,21,6,8,20,25.02605,121.5436,1,28,20231021_500101001_08:20
10,21,6,8,40,25.02605,121.5436,1,28,20231021_500101001_08:40
10,21,6,9,0,25.02605,121.5436,1,28,20231021_500101001_09:00
10,21,6,9,20,25.02605,121.5436,1,28,20231021_500101001_09:20
10,21,6,9,40,25.02605,121.5436,1,28,20231021_500101001_09:40
10,21,6,10,0,25.02605,121.5436,1,28,20231021_500101001_10:00
10,21,6,10,20,25.02605,121.5436,1,28,20231021_500101001_10:20
10,21,6,10,40,25.02605,121.5436,1,28,20231021_500101001_10:40
10,21,6,11,0,25.02605,121.5436,1,28,20231021_500101001_11:00
10,21,6,11,20,25.02605,121.5436,1,28,20231021_500101001_11:20
10,21,6,11,40,25.02605,121.5436,1,28,20231021_500101001_11:40
10,21,6,12,0,25.02605,121.5436,1,28,20231021_500101001_12:00
10,21,6,12,20,25.02605,121.5436,1,28,20231021_500101001_12:20
10,21,6,12,40,25.02605,121.5436,1,28,20231021_500101001_12:40
10,21,6,13,0,25.02605,121.5436,1,28,20231021_500101001_13:00
10,21,6,13,20,25.02605,121.5436,1,28,20231021_500101001_13:20
10,21,6,13,40,25.02605,121.5436,1,28,20231021_500101001_13:40
10,21,6,14,0,25.02605,121.5436,1,28,20231021_500101001_14:00
10,21,6,14,20,25.02605,121.5436,1,28,20231021_500101001_14:20
10,21,6,14,40,25.02605,121.5436,1,28,20231021_500101001_14:40
10,21,6,15,0,25.02605,121.5436,1,28,20231021_500101001_15:00
10,21,6,15,20,25.02605,121.5436,1,28,20231021_500101001_15:20
10,21,6,15,40,25.02605,121.5436,1,28,20231021_500101001_15:40
10,21,6,16,0,25.02605,121.5436,1,28,20231021_500101001_16:00
10,21,6,16,20,25.02605,121.5436,1,28,20231021_500101001_16:20
10,21,6,16,40,25.02605,121.5436,1,28,20231021_500101001_16:40
10,21,6,17,0,25.02605,121.5436,1,28,20231021_500101001_17:00
10,21,6,17,20,25.02605,121.5436,1,28,20231021_500101001_17:20
10,21,6,17,40,25.02605,121.5436,1,28,20231021_500101001_17:40
10,21,6,18,0,25.02605,121.5436,1,28,20231021_500101001_18:00
10,21,6,18,20,25.02605,121.5436,1,28,20231021_500101001_18:20
10,21,6,18,40,25.02605,121.5436,1,28,20231021_500101001_18:40
10,21,6,19,0,25.02605,121.5436,1,28,20231021_500101001_19:00
10,21,6,19,20,25.02605,121.5436,1,28,20231021_500101001_19:20
10,21,6,19,40,25.02605,121.5436,1,28,20231021_500101001_19:40
10,21,6,20,0,25.02605,121.5436,1,28,20231021_500101001_20:00
10,21,6,20,20,25.02605,121.5436,1,28,20231021_500101001_20:20
10,21,6,20,40,25.02605,121.5436,1,28,20231021_500101001_20:40
10,21,6,21,0,25.02605,121.5436,1,28,20231021_500101001_21:00
10,21,6,21,20,25.02605,121.5436,1,28,20231021_500101001_21:20
10,21,6,21,40,25.02605,121.5436,1,28,20231021_500101001_21:40
10,21,6,22,0,25.02605,121.5436,1,28,20231021_500101001_22:00
10,21,6,22,20,25.02605,121.5436,1,28,20231021_500101001_22:20
10,21,6,22,40,25.02605,121.5436,1,28,20231021_500101001_22:40
10,21,6,23,0,25.02605,121.5436,1,28,20231021_500101001_23:00
10,21,6,23,20,25.02605,121.5436,1,28,20231021_500101001_23:20
10,21,6,23,40,25.02605,121.5436,1,28,20231021_500101001_23:40
10,22,7,0,0,25.02605,121.5436,1,28,20231022_500101001_00:00
10,22,7,0,20,25.02605,121.5436,1,28,20231022_500101001_00:20
10,22,7,0,40,25.02605,121.5436,1,28,20231022_500101001_00:40
10,22,7,1,0,25.02605,121.5436,1,28,20231022_500101001_01:00
10,22,7,1,20,25.02605,121.5436,1,28,20231022_500101001_01:20
10,22,7,1,40,25.02605,121.5436,1,28,20231022_500101001_01:40
10,22,7,2,0,25.02605,121.5436,1,28,20231022_500101001_02:00
10,22,7,2,20,25.02605,121.5436,1,28,20231022_500101001_02:20
10,22,7,2,40,25.02605,121.5436,1,28,20231022_500101001_02:40
10,22,7,3,0,25.02605,121.5436,1,28,20231022_500101001_03:00
10,22,7,3,20,25.02605,121.5436,1,28,20231022_500101001_03:20
