month,day,weekday,hr,min,lat,lng,act,ratio,sbi,tot,title,act_title
12,8,5,0,0,25.02605,121.5436,1,0.785714,22,28,20231208_500101001_00:00,20231208_500101001_00:01
12,8,5,0,20,25.02605,121.5436,1,0.678571,19,28,20231208_500101001_00:20,20231208_500101001_00:21
12,8,5,0,40,25.02605,121.5436,1,0.607143,17,28,20231208_500101001_00:40,20231208_500101001_00:40
12,8,5,1,0,25.02605,121.5436,1,0.607143,17,28,20231208_500101001_01:00,20231208_500101001_01:00
12,8,5,1,20,25.02605,121.5436,1,0.607143,17,28,20231208_500101001_01:20,20231208_500101001_01:21
12,8,5,1,40,25.02605,121.5436,1,0.607143,17,28,20231208_500101001_01:40,20231208_500101001_01:40
12,8,5,2,0,25.02605,121.5436,1,0.642857,18,28,20231208_500101001_02:00,20231208_500101001_02:01
12,8,5,2,20,25.02605,121.5436,1,0.642857,18,28,20231208_500101001_02:20,20231208_500101001_02:21
12,8,5,2,40,25.02605,121.5436,1,0.642857,18,28,20231208_500101001_02:40,20231208_500101001_02:41
12,8,5,3,0,25.02605,121.5436,1,0.642857,18,28,20231208_500101001_03:00,20231208_500101001_03:01
12,8,5,3,20,25.02605,121.5436,1,0.642857,18,28,20231208_500101001_03:20,20231208_500101001_03:21
12,8,5,3,40,25.02605,121.5436,1,0.642857,18,28,20231208_500101001_03:40,20231208_500101001_03:41
12,8,5,4,0,25.02605,121.5436,1,0.642857,18,28,20231208_500101001_04:00,20231208_500101001_04:01
12,8,5,4,20,25.02605,121.5436,1,0.642857,18,28,20231208_500101001_04:20,20231208_500101001_04:21
12,8,5,4,40,25.02605,121.5436,1,0.678571,19,28,20231208_500101001_04:40,20231208_500101001_04:40
12,8,5,5,0,25.02605,121.5436,1,0.678571,19,28,20231208_500101001_05:00,20231208_500101001_05:00
12,8,5,5,20,25.02605,121.5436,1,0.642857,18,28,20231208_500101001_05:20,20231208_500101001_05:21
12,8,5,5,40,25.02605,121.5436,1,0.678571,19,28,20231208_500101001_05:40,20231208_500101001_05:41
12,8,5,6,0,25.02605,121.5436,1,0.714286,20,28,20231208_500101001_06:00,20231208_500101001_06:01
12,8,5,6,20,25.02605,121.5436,1,0.714286,20,28,20231208_500101001_06:20,20231208_500101001_06:21
12,8,5,6,40,25.02605,121.5436,1,0.678571,19,28,20231208_500101001_06:40,20231208_500101001_06:41
12,8,5,7,0,25.02605,121.5436,1,0.428571,12,28,20231208_500101001_07:00,20231208_500101001_07:01
12,8,5,7,20,25.02605,121.5436,1,0.071429,2,28,20231208_500101001_07:20,20231208_500101001_07:21
